Symbol,Name,Market,Sector
LBE,LVA Trading and Services JSC,HNX,Consumer services
LBM,Lamdong Minerals and Building Materials Join Stock Company,HOSE,Consumer durables
LCD,,,Unknown
LCG,Lizen JSC,HOSE,Distribution services
LDG,LDG Investment Joint Stock Company,HOSE,Finance
LDP,Lamdong Pharmaceutical JSC,HNX,Health technology
LGC,CII Bridges and Roads Investment Joint Stock Company,HOSE,Transportation
LGL,Long Giang Investment and Urban Development Joint Stock Company,HOSE,Industrial services
LHC,Lam Dong Investment Hydraulic Construction JSC,HNX,Industrial services
LHG,Long Hau Corp.,HOSE,Finance
LIG,Licogi 13 JSC,HNX,Industrial services
LIX,Lix Detergent JSC,HOSE,Consumer non-durables
LM8,Lilama 18 JSC,HOSE,Industrial services
LPB,Fortune Vietnam Joint Stock Commercial Bank,HOSE,Finance
LPS,,,Unknown
LSS,Lam Son Sugar JSC,HOSE,Process industries
MAC,Marine Supply & Engineering Service JSC,HNX,Transportation
MAS,Danang Airport Service JSC,HNX,Transportation
MBB,Military Commercial Joint Stock Bank,HOSE,Finance
MBG,MBG Group JSC,HNX,Producer manufacturing
MBS,MB Securities Joint Stock Company,HNX,Finance
MCC,,,Unknown
MCF,Mechanics Construction & Foodstuff JSC,HNX,Process industries
MCH,Masan Consumer Corp.,UPCOM,Consumer non-durables
MCM,MocChau Dairy Cattle Breeding JSC,HOSE,Process industries
MCO,Vietnam BDC Construction and Investment Joint Stock Company,HNX,Industrial services
MCP,My Chau Printing and Packaging Corporation,HOSE,Process industries
MDC,Vinacomin - Mong Duong Coal Joint Stock Company,HNX,Energy minerals
MDG,Mien Dong JSC,HOSE,Non-energy minerals
MED,Mediplantex National Pharmaceutical JSC,HNX,Health technology
MEL,Me Lin Steel JSC,HNX,Non-energy minerals
MHC,MHC JSC,HOSE,Transportation
MIC,Quang Nam Mineral Industry Corp.,HNX,Non-energy minerals
MIG,Military Insurance Corporation,HOSE,Finance
MKV,Cai Lay Veterinary Pharmaceutical JSC,HNX,Health technology
MSB,Vietnam Maritime Commercial Joint Stock Bank,HOSE,Finance
MSH,Song Hong Garment JSC,HOSE,Consumer non-durables
MSN,Masan Group Corporation,HOSE,Consumer non-durables
MST,MST Investment JSC,HNX,Industrial services
MVB,Vinacomin - Viet bac Mining Industry Holding Corporation,HNX,Energy minerals
MWG,Mobile World Investment Corp,HOSE,Retail trade
MZG,Miza Corporation,UPCOM,Unknown
NAB,Nam A Commercial Joint Stock Bank,HOSE,Finance
NAF,Nafoods Group JSC,HOSE,Consumer non-durables
NAG,Nagakawa Group Joint Stock Company,HNX,Consumer durables
NAP,Nghe Tinh Port Holding JSC,HNX,Transportation
NAV,Nam Viet JSC,HOSE,Producer manufacturing
NBB,577 Investment Corporation,HOSE,Finance
NBC,Vinacomin Nui Beo Coal JSC,HNX,Energy minerals
NBP,Ninh Binh Thermal Power JSC,HNX,Utilities
NBW,Nha Be Water Supply JSC,HNX,Utilities
NCT,Noi Bai Cargo Terminal Services JSC,HOSE,Transportation
NDN,Da Nang Housing Investment Development JSC,HNX,Finance
NDX,Da Nang Housing Development JSC,HNX,Industrial services
NET,Net Detergent JSC,HNX,Consumer non-durables
NFC,Ninh Binh Phosphate Fertilizer JSC,HNX,Process industries
NHA,Ha Noi South Housing & Urban Development Corp.,HOSE,Industrial services
NHC,,,Unknown
NHH,Hanoi Plastics Joint Stock Company,HOSE,Producer manufacturing
NHT,Nam Hoa Trading & Production Corp.,HOSE,Consumer durables
NKG,Nam Kim Steel Joint Stock Company,HOSE,Non-energy minerals
NLG,Nam Long Investment Corp.,HOSE,Finance
NNC,Nui Nho Stone JSC,HOSE,Non-energy minerals
NO1,911 Group JSC,HOSE,Distribution services
NRC,Danh Khoi Group JSC,HNX,Finance
NSC,VietNam National Seed Group Joint Stock Co,HOSE,Process industries
NSH,Song Hong Aluminum Shalumi Group Joint Stock Company,HNX,Non-energy minerals
NST,Ngan Son JSC,HNX,Consumer non-durables
NT2,PetroVietnam Power Nhon Trach 2 JSC,HOSE,Utilities
NTC,Nam Tan Uyen Joint Stock Corporation,UPCOM,Finance
NTH,Nuoc Trong Hydro - Power Joint Stock Co,HNX,Utilities
NTL,Tu Liem Urban Development JSC,HOSE,Finance
NTP,Tien Phong Plastics JSC,HNX,Producer manufacturing
NVB,National Citizen Commercial Joint Stock Bank,HNX,Finance
NVL,No Va Land Investment Group Corp.,HOSE,Finance
NVT,Ninh Van Bay Real Estate JSC,HOSE,Consumer durables
OCB,Orient Commercial Joint Stock Bank,HOSE,Finance
OCH,One Capital Hospitality Joint Stock Company,HNX,Consumer services
OGC,Ocean Group JSC,HOSE,Retail trade
ONE,One Communication Technology Corp.,HNX,Distribution services
OPC,OPC Pharmaceutical Joint Stock Company,HOSE,Health technology
ORS,Orient Securities Corp.,HOSE,Finance
PAC,Dry Cell & Storage Battery JSC,HOSE,Producer manufacturing
PAN,PAN Group Joint Stock Company,HOSE,Commercial services
PBP,PetroVietnam Packaging Joint Stock Company,HNX,Process industries
PC1,PC1 Group JSC,HOSE,Industrial services
PCE,Central PetroVietnam Fertilizer & Chemicals JSC,HNX,Process industries
PCH,Picomat Plastic Joint Stock Company,HNX,Process industries
PCT,Global Pacific Shipping JSC,HNX,Transportation
PDB,Din Capital Investment Group JSC,HNX,Non-energy minerals
PDN,Dong Nai Port JSC,HOSE,Transportation
PDR,Phat Dat Real Estate Development Corp.,HOSE,Finance
PDV,Phuong Dong Viet Shipping and Logistics Corporation,UPCOM,Industrial services
PEN,Petrolimex Installation No.III Joint Stock Company,HNX,Industrial services
PET,Petrovietnam General Services JSC,HOSE,Distribution services
PGC,Petrolimex Gas JSC,HOSE,Utilities
PGD,PetroVietnam Low Pressure Gas Distribution JSC,HOSE,Utilities
PGI,PJICO Insurance Corp.,HOSE,Finance
PGN,Plastic Additives JSC,HNX,Process industries
PGS,Southern Gas Trading JSC,HNX,Distribution services
PGT,PGT Holdings Joint Stock Company,HNX,Finance
PGV,Power Generation Corp. 3,HOSE,Utilities
PHC,Phuc Hung Holdings Construction JSC,HOSE,Industrial services
PHN,Hanoi Battery JSC,HNX,Producer manufacturing
PHR,Phuoc Hoa Rubber JSC,HOSE,Non-energy minerals
PIA,Petrolimex Information Technology and Telecommunication Joint Stock Co,HNX,Distribution services
PIC,PC3 - Investment Joint Stock Company,HNX,Finance
PIT,Petrolimex International Trading JSC,HOSE,Distribution services
PJC,Petrolimex Hanoi Transportation & Trading JSC,HNX,Distribution services
PJT,Petrolimex Joint Stock Tanker Co.,HOSE,Transportation
PLC,Petrolimex Petrochemical JSC,HNX,Non-energy minerals
PLP,PHALE PLASTICS JOINT STOCK COMPANY,HOSE,Process industries
PLX,Vietnam National Petroleum Group,HOSE,Distribution services
PMB,North Petro Vietnam Fertilizer & Chemicals JSC,HNX,Distribution services
PMC,Pharmedic Pharmaceutical Medicinal JSC,HNX,Health technology
PMG,Petro Center Corp.,HOSE,Distribution services
PMP,Dam Phu My Packaging JSC,HNX,Process industries
PMS,Petroleum Mechanical JSC,HNX,Process industries
PNC,Phuong Nam Cultural JSC,HOSE,Consumer services
PNJ,Phu Nhuan Jewelry JSC,HOSE,Consumer durables
POT,Post & Telecommunications Equipment JSC,HNX,Electronic technology
POW,PetroVietnam Power Corporation,HOSE,Utilities
PPC,Pha Lai Thermal Power Joint Stock Company,HOSE,Utilities
PPE,,,Unknown
PPP,Phong Phu Pharmaceutical JSC,HNX,Health technology
PPS,Petrovietnam Power Services JSC,HNX,Industrial services
PPT,Petro Times JSC,HNX,Distribution services
PPY,Phu Yen Petrovietnam Oil JSC,HNX,Distribution services
PRC,PORTSERCO LOGISTICS JOINT STOCK COMPANY,HNX,Transportation
PRE,Hanoi Reinsurance JSC,HNX,Finance
PSC,Petrolimex Saigon Transportation and Service Joint Stock Company,HNX,Distribution services
PSD,Petroleum General Distribution Services JSC,HNX,Distribution services
PSE,South-East PetroVietnam Fertilizer and Chemical Joint Stock Company,HNX,Process industries
PSI,"Petrovietnam Securities, Inc.",HNX,Finance
PSW,South - West Petro Vietnam Fertilizer and Chemicals Joint Stock,HNX,Process industries
PTB,Phu Tai JSC,HOSE,Consumer durables
PTC,iCapital Investment JSC,HOSE,Industrial services
PTD,Phuc Thinh Design Construction Trading Corp.,HNX,Commercial services
PTI,Post Telecommunication Insurance JSC,HNX,Finance
PTL,Victory Capital JSC,HOSE,Finance
PTS,Hai Phong Petrolimex Transportation & Services JSC,HNX,Distribution services
PTX,Petrolimex Nghe Tinh Transportation and Service Joint Stock Co,HNX,Industrial services
PV2,PV2 Investment JSC,HNX,Finance
PVB,Petrovietnam Coating JSC,HNX,Industrial services
PVC,PetroVietnam Chemical and Services Corporation,HNX,Industrial services
PVD,PetroVietnam Drilling & Well Services JSC,HOSE,Energy minerals
PVG,PetroVietnam LPG JSC,HNX,Distribution services
PVI,PVI Holdings,HNX,Finance
PVP,Pacific Petroleum Transportation JSC,HOSE,Industrial services
PVS,PetroVietnam Technical Services Corporation,HNX,Industrial services
PVT,PetroVietnam Transportation Corp.,HOSE,Transportation
QCG,Quoc Cuong Gia Lai JSC,HOSE,Finance
QHD,Viet Duc Welding Electrode JSC,HNX,Producer manufacturing
QNP,Quy Nhon Port Joint Stock Company,HOSE,Transportation
QST,Quang Ninh Book & Educational Equipment JSC,HNX,Distribution services
QTC,,,Unknown
RAL,Rangdong Light Source & Vacuum Flask JSC,HOSE,Producer manufacturing
RCL,Cho Lon Real Estate JSC,HNX,Finance
REE,Refrigeration Electrical Engineering Corp.,HOSE,Consumer durables
RYG,Royal Manufacture and Investment Joint Stock Company,HOSE,Producer manufacturing
S4A,Sesan 4A HydroElectric JSC,HOSE,Utilities
S55,Song Da 505 JSC,HNX,Industrial services
S99,SCI JSC,HNX,Industrial services
SAB,Saigon Beer Alcohol Beverage Corp.,HOSE,Consumer non-durables
SAF,Safoco Foodstuff JSC,HNX,Consumer non-durables
SAM,SAM HOLDINGS Corporation,HOSE,Producer manufacturing
SAV,Savimex Corp.,HOSE,Consumer durables
SBA,Song Ba JSC,HOSE,Utilities
SBG,Siba High-Tech Mechanical Group Joint Stock Company,HOSE,Non-energy minerals
SBT,Thanh Thanh Cong - Bien Hoa JSC,HOSE,Process industries
SBV,Siam Brothers Vietnam JSC,HOSE,Process industries
SC5,Construction JSC No. 5,HOSE,Industrial services
SCG,SCG Construction Group Joint Stock Company,HNX,Industrial services
SCI,SCI E&C Joint Stock Company,HNX,Industrial services
SCR,Sai Gon Thuong Tin Real Estate Joint Stock Company,HOSE,Finance
SCS,Saigon Cargo Service Corp.,HOSE,Transportation
SD5,Song Da 5 Joint stock company,HNX,Industrial services
SD9,Song Da No 9 JSC,HNX,Industrial services
SDC,Song Da Consulting JSC,HNX,Industrial services
SDG,,,Unknown
SDN,Dong Nai Paint Corp.,HNX,Process industries
SDU,Song Da Urban Investment Construction & Development JSC,HNX,Finance
SEB,Mien Trung Power Investment & Development JSC,HNX,Utilities
SED,Phuong Nam Education Investment & Development JSC,HNX,Consumer services
SFC,Saigon Fuel JSC,HOSE,Distribution services
SFG,Southern Fertilizer Joint Stock Company,HOSE,Process industries
SFI,Sea & Air Freight International,HOSE,Transportation
SFN,SaiGon Fishing Net JSC,HNX,Process industries
SGC,Sa Giang Import Export Corp.,HNX,Consumer non-durables
SGD,Educational Book JSC in Ho Chi Minh City,HNX,Consumer services
SGH,Saigon Hotel Corp.,HNX,Consumer services
SGN,Sai Gon Ground Services JSC,HOSE,Transportation
SGR,Saigon Real Estate JSC,HOSE,Finance
SGT,Saigon Telecommunication & Technologies Corp.,HOSE,Finance
SHA,Sonha Saigon JSC,HOSE,Producer manufacturing
SHB,Sai Gon - Hanoi Commercial Joint Stock Bank,HOSE,Finance
SHE,Son Ha Development of Renewable Energy JSC,HNX,Producer manufacturing
SHI,Son Ha International Corp.,HOSE,Producer manufacturing
SHN,Hanoi Investment General Corp.,HNX,Distribution services
SHP,Southern Hydropower Joint Stock Company,HOSE,Utilities
SHS,Saigon - Hanoi Securities JSC,HNX,Finance
SIP,Saigon VRG Investment Corp.,HOSE,Finance
SJ1,Hung Hau Agricultural Corp.,HNX,Process industries
SJD,Can Don Hydro Power JSC,HOSE,Utilities
SJE,Song Da No 11 JSC,HNX,Industrial services
SJS,SJ Group Joint Stock Company,HOSE,Industrial services
SKG,Superdong Fast Ferry Kien Giang Joint Stock Company,HOSE,Transportation
SLS,Son La Sugar JSC,HNX,Process industries
SMA,Saigon Machinery Spare Parts JSC,HOSE,Distribution services
SMB,Sai Gon Mien Trung Beer JSC,HOSE,Consumer non-durables
SMC,SMC Investment Trading JSC,HOSE,Distribution services
SMN,South Books & Education Equipment Joint Stock Company,HNX,Consumer services
SMT,Sametel Corp.,HNX,Producer manufacturing
SPC,Saigon Plant Protection Joint Stock Co,HNX,Process industries
SPM,SPM Corp. (Vietnam),HOSE,Health technology
SRA,Sara Vietnam JSC,HNX,Distribution services
SRC,Saovang Rubber JSC,HOSE,Consumer durables
SRF,Seaprodex Refrigeration Industry Corp.,HOSE,Producer manufacturing
SSB,Southeast Asia Commercial Joint Stock Bank,HOSE,Finance
SSC,Southern Seed Corporation,HOSE,Non-energy minerals
SSI,SSI Securities Corp.,HOSE,Finance
SSM,Structure Steel Manufacture JSC,HNX,Non-energy minerals
ST8,ST8 Investment Development Joint Stock Company,HOSE,Distribution services
STB,Saigon Thuong Tin Commercial Joint Stock Bank,HOSE,Finance
STC,Book & Educational Equipment JSC,HNX,Producer manufacturing
STG,South Logistics JSC,HOSE,Transportation
STK,Century Synthetic Fiber Corp.,HOSE,Process industries
STP,Song Da Industry Trade JSC,HNX,Process industries
SVC,Saigon General Service Corp.,HOSE,Retail trade
SVD,Vu Dang Investment & Trading Joint Stock Co,HOSE,Consumer durables
SVN,Vexilla Viet Nam Group JSC,HNX,Distribution services
SVT,Sai Gon Vien Dong Technology JSC,HOSE,Process industries
SZB,Sonadezi Long Binh Shareholding Co.,HNX,Finance
SZC,Sonadezi Chau Duc Shareholding Company,HOSE,Finance
SZL,Sonadezi Long Thanh,HOSE,Finance
TA9,Thanh An 96 Installation and Construction JSC,HNX,Consumer durables
TAL,Taseco Land Investment JSC,HOSE,Finance
TBC,Thac Ba Hydropower JSC,HOSE,Utilities
TCB,Vietnam Technological & Commercial Joint Stock Bank,HOSE,Finance
TCH,Hoang Huy Investment Financial Services JSC,HOSE,Finance
TCI,Thanh Cong Securities Co,HOSE,Finance
TCL,Tan Cang Logistics and Stevedoring Joint Stock Company,HOSE,Transportation
TCM,Thanh Cong Textile Garment Investment Trading JSC,HOSE,Process industries
TCO,TCO Holdings JSC,HOSE,Transportation
TCR,Taicera Enterprise Company,HOSE,Producer manufacturing
TCT,Tay Ninh Cable Car Tour Company,HOSE,Consumer services
TCX,,,Unknown
TD6,Deo Nai Coc Sau TKV Coal Joint Stock Company,HNX,Energy minerals
TDC,Binh Duong Trade & Development JSC,HOSE,Finance
TDG,TDG GLOBAL Investment Joint Stock Co,HOSE,Energy minerals
TDH,Thuduc Housing Development Corporation,HOSE,Finance
TDM,Thu Dau Mot Water JSC,HOSE,Utilities
TDP,Thuan Duc Joint Stock Co,HOSE,Process industries
TDT,TDT Investment & Development JSC,HNX,Consumer non-durables
TDW,Thu Duc Water Supply JSC,HOSE,Utilities
TEG,Truong Thanh Energy & Real Estate Joint Stock Company,HOSE,Finance
TET,Northern Textiles & Garment JSC,HNX,Consumer non-durables
TFC,Trang Corporation Joint Stock Company,HNX,Consumer non-durables
THB,Hanoi Thanh Hoa Beer Joint Stock Company,HNX,Consumer non-durables
THD,Thaiholdings JSC,HNX,Finance
THG,Tien Giang Investment & Construction JSC,HOSE,Industrial services
THS,,,Unknown
THT,Vinacomin - Ha Tu Coal JSC,HNX,Energy minerals
TIG,Thang Long Investment Group,HNX,Finance
TIP,Tin Nghia Industrial Park Development JSC,HOSE,Finance
TIX,Tan Binh Import Export JSC,HOSE,Finance
TJC,Transportation and Trading Services Joint Stock Company,HNX,Transportation
TKU,Tung Kuang Industrial JSC,HNX,Producer manufacturing
TLD,Thang Long Urban Development & Construction Investment JSC,HOSE,Non-energy minerals
TLG,Thien Long Group Corp.,HOSE,Consumer durables
TLH,Tien Len Steel Corporation Joint Stock Company,HOSE,Producer manufacturing
TMB,Vinacomin-Northern Coal Trading JSC,HNX,Distribution services
TMC,Thu Duc Trading & Import-Export JSC,HNX,Distribution services
TMP,Thac Mo Hydro Power JSC,HOSE,Utilities
TMS,Transimex Corporation,HOSE,Transportation
TMT,TMT Motors Corporation,HOSE,Consumer durables
TMX,VICEM Cement Trading JSC,HNX,Non-energy minerals
TN1,Rox Key Holdings Joint Stock Company,HOSE,Finance
TNC,Thong Nhat Rubber Co.,HOSE,Consumer non-durables
TNG,TNG Investment and Trading JSC,HNX,Consumer non-durables
TNH,TNH Hospital Group Joint Stock Company,HOSE,Health services
TNI,Thanh Nam Group JSC,HOSE,Producer manufacturing
TNT,Tai Nguyen Corp.,HOSE,Distribution services
TOT,Transimex Logistics Joint Stock Co,HNX,Transportation
TPB,Tien Phong Commercial Joint Stock Bank,HOSE,Finance
TPC,Tan Dai Hung Plastic JSC,HOSE,Process industries
TPP,Tan Phu Plastic JSC,HNX,Process industries
TRA,Traphaco Joint Stock Company,HOSE,Health technology
TRC,Tay Ninh Rubber JSC,HOSE,Producer manufacturing
TSA,TRUONG SON INVESTMENT AND CONSTRUCTION SERVICES JOINT STOCK COMPANY,UPCOM,Unknown
TSB,Tiasang Battery JSC,HNX,Producer manufacturing
TSC,Techno-Agricultural Supplying JSC,HOSE,Distribution services
TTA,Truong Thanh Development and Construction Investment JSC,HOSE,Utilities
TTC,Thanh Thanh JSC,HNX,Non-energy minerals
TTE,Truong Thinh Energy Investment JSC,HOSE,Utilities
TTF,Truong Thanh Furniture Corp.,HOSE,Consumer durables
TTH,Tien Thanh Service & Trading JSC,HNX,Retail trade
TTL,Thang Long JSC,HNX,Industrial services
TTT,Tay Ninh Tourist Trading JSC,HNX,Commercial services
TV2,Power Engineering Consulting 2 JSC,HOSE,Commercial services
TV3,Power Engineering Consulting 3 JSC,HNX,Industrial services
TV4,Power Engineering Consulting 4 JSC,HNX,Industrial services
TVB,Tri Viet Securities JSC,HOSE,Finance
TVC,Tri Viet Investment Management Corp.,HNX,Commercial services
TVD,Vinacomin-Vang Danh Coal JSC,HNX,Energy minerals
TVS,Thien Viet Securities JSC,HOSE,Finance
TVT,Viet Thang Corp.,HOSE,Process industries
TXM,Vicem Gypsum & Cement JSC,HNX,Non-energy minerals
TYA,Taya (Viet Nam) Electric Wire and Cable Joint Stock Company,HOSE,Producer manufacturing
UIC,IDICO Urban & House Development JSC,HOSE,Utilities
UNI,Sao Mai Viet Investment and Development JSC,HNX,Industrial services
V12,Construction JSC No. 12,HNX,Industrial services
V21,Vinaconex 21 JSC,HNX,Finance
VAB,VietNam- Asia Commercial Joint Stock Bank,HOSE,Finance
VBB,Vietnam Thuong Tin Commercial Joint Stock Bank,UPCOM,Finance
VBC,Vinh Plastic & Bags JSC,HNX,Process industries
VC1,Construction JSC No. 1,HNX,Industrial services
VC2,Vina2 Invest & Construction Joint Stock Company,HNX,Industrial services
VC3,Nam Mekong Group Joint Stock Company,HNX,Consumer durables
VC6,Visicons Construction And Investment Joint Stock Company,HNX,Industrial services
VC7,BGI Group JSC,HNX,Industrial services
VC9,VC9 - No 9 Construction Join Stock Company,HNX,Industrial services
VCA,VNSteel - Vicasa Joint Stock Co,HOSE,Non-energy minerals
VCB,Joint Stock Commercial Bank for Foreign Trade of Vietnam,HOSE,Finance
VCC,Vinaconex 25 JSC,HNX,Industrial services
VCF,Vinacafe Bien Hoa JSC,HOSE,Process industries
VCG,Vietnam Construction & Import-Export Joint Stock Corporation,HOSE,Industrial services
VCI,Vietcap Securities Joint Stock Company,HOSE,Finance
VCK,,,Unknown
VCM,BV Life Joint Stock Company,HNX,Commercial services
VCS,Vicostone Joint Stock Company,HNX,Producer manufacturing
VDL,Lamdong Foodstuffs JSC,HNX,Consumer non-durables
VDP,Vidipha Central Pharmaceutical JSC,HOSE,Health technology
VDS,Viet Dragon Securities Corp.,HOSE,Finance
VE1,VNECO1 Electricity Construction JSC,HNX,Industrial services
VE3,VNECO 3 Electricity Construction JSC,HNX,Industrial services
VE4,,,Unknown
VFG,Vietnam Fumigation JSC,HOSE,Process industries
VFS,Viet First Securities Corporation,HNX,Finance
VGC,Viglacera Corp.,HOSE,Distribution services
VGP,Vegetexco Port JSC,HNX,Transportation
VGS,Vietnam Germany Steel Pipe Joint Stock Company,HNX,Non-energy minerals
VHC,Vinh Hoan Corp,HOSE,Consumer non-durables
VHE,Viet Nam Herbs & Foods JSC,HNX,Health technology
VHL,Viglacera Ha Long JSC,HNX,Producer manufacturing
VHM,Vinhomes Joint Stock Company,HOSE,Finance
VIB,Viet Nam International Commercial Joint Stock Bank,HOSE,Finance
VIC,Vingroup Joint Stock Company,HOSE,Finance
VID,Vien Dong Investment Development Trading Corp.,HOSE,Process industries
VIF,Vietnam Forestry Corporation Joint Stock Co,HNX,Non-energy minerals
VIG,Viet Nam Financial Investment Securities Corporation,HNX,Finance
VIP,Vietnam Petroleum Transport JSC,HOSE,Transportation
VIT,Viglacera Tien Son JSC,HNX,Producer manufacturing
VIX,VIX Securities Joint Stock Company,HOSE,Finance
VJC,VietJet Aviation Joint Stock Company,HOSE,Transportation
VLA,Van Lang Technology Development and Investment JSC,HNX,Technology services
VMC,Vimeco JSC,HNX,Non-energy minerals
VMD,Vimedimex Medi-Pharma JSC,HOSE,Health technology
VMS,,,Unknown
VNC,Vinacontrol Group Corp.,HNX,Commercial services
VND,VNDirect Securities Corp.,HOSE,Finance
VNF,Vinafreight International Freight Forwarders Joint Stock Company,HNX,Transportation
VNG,Thanh Thanh Cong Tourist JSC,HOSE,Consumer services
VNL,Vinalink Logistics Joint Stock Company,HOSE,Transportation
VNM,Vietnam Dairy Products Corp.,HOSE,Consumer non-durables
VNR,Vietnam National Reinsurance Corp.,HNX,Finance
VNS,Vietnam Sun Corp.,HOSE,Consumer services
VNT,Van Cargoes & Foreign Trade Logistics JSC,HNX,Transportation
VOS,Viet Nam Ocean Shipping JSC,HOSE,Transportation
VPB,Vietnam Prosperity Joint-Stock Commercial Bank,HOSE,Finance
VPD,Vietnam Power Development JSC,HOSE,Utilities
VPG,Viet Phat Import Export Trading Investment JSC,HOSE,Process industries
VPH,Van Phat Hung Corporation,HOSE,Industrial services
VPI,Van Phu - Invest Investment JSC,HOSE,Finance
VPL,Vinpearl Joint Stock Company,HOSE,Consumer services
VPS,Vietnam Pesticide JSC,HOSE,Process industries
VPX,,,Unknown
VRC,Vung Tau Real Estate & Construction JSC,HOSE,Finance
VRE,Vincom Retail JSC,HOSE,Finance
VSA,Vietnam Ocean Shipping Agency Corp.,HNX,Transportation
VSC,Vietnam Container Shipping JSC,HOSE,Transportation
VSH,Vinh Son-Song Hinh Hydropower Joint Stock Company,HOSE,Utilities
VSI,Water Supply Sewerage Construction and Investment Joint Stock Company,HOSE,Industrial services
VSM,Central Container JSC,HNX,Transportation
VTB,Viettronics Tan Binh JSC,HOSE,Producer manufacturing
VTC,VTC Telecommunications JSC,HNX,Distribution services
VTH,Viet Thai Electric Cable Corporation,HNX,Producer manufacturing
VTJ,Vi Na Ta Ba Trading & Investment JSC,HNX,Finance
VTO,Vietnam Tanker Joint Stock Company,HOSE,Transportation
VTP,Viettel Post JSC,HOSE,Transportation
VTV,Vicem Cement Materials & Transportation JSC,HNX,Non-energy minerals
VTZ,Viet Thanh Plastic Trading and Manufacturing Joint Stock Co,HNX,Consumer durables
VVS,Vietnam Machine Investment Development Joint Stock Company,UPCOM,Unknown
WCS,West Coach Station JSC,HNX,Transportation
WSS,Wall Street Securities Co.,HNX,Finance
X20,X20 JSC,HNX,Consumer non-durables
YBM,Yen Bai Industry Mineral JSC,HOSE,Non-energy minerals
YEG,Yeah1 Group Corp.,HOSE,Technology services
